ticker,name,industry,marketCap
AFBI,"Affinity Bancshares, Inc.",Banks - Regional,125569999
AFCG,Advanced Flower Capital Inc.,REIT - Mortgage,50046908
AFG,"American Financial Group, Inc.",Insurance - Property & Casualty,10759060788
AFJK,"Aimei Health Technology Co., Ltd",Shell Companies,295740921
AFL,Aflac Incorporated,Insurance - Life,60105797200
AFRI,Forafric Global PLC,Farm Products,267939856
AFRM,"Affirm Holdings, Inc.",Credit Services,16575585994
AFYA,Afya Limited,Education & Training Services,1312395936
AG,First Majestic Silver Corp.,Silver,11688730691
AGAE,Allied Gaming & Entertainment Inc.,Entertainment,9652974
AGBK,AGI Inc,Banks - Regional,1632886015
AGCC,Agencia Comercial Spirits Ltd,Beverages - Wineries & Distilleries,399111165
AGCO,AGCO Corporation,Farm & Heavy Construction Machinery,10367452024
AGEN,Agenus Inc.,Biotechnology,96753753
AGH,Aureus Greenway Holdings Inc.,Leisure,62935321
AGI,Alamos Gold Inc.,Gold,19366704872
AGIG,Abundia Global Impact Group Inc.,Utilities - Renewable,106693832
AGIO,"Agios Pharmaceuticals, Inc.",Biotechnology,1636868703
AGL,"agilon health, inc.",Medical Care Facilities,150760930
AGM,Federal Agricultural Mortgage Corporation,Credit Services,1953472078
AGM.A,Federal Agricultural Mortgage Corporation,Credit Services,1901083411
AGMB,AgomAb Therapeutics NV,Biotechnology,763217959
AGMH,AGM Group Holdings Inc.,Computer Hardware,3149535
AGNC,AGNC Investment Corp.,REIT - Mortgage,12604488000
AGNCM,AGNC Investment Corp.,REIT - Mortgage,12175418195
AGO,Assured Guaranty Ltd.,Insurance - Specialty,4004968382
AGPU,Axe Compute Inc.,Software - Infrastructure,7431800
AGRO,Adecoagro S.A.,Farm Products,1226508061
AGRZ,Agroz Inc.,Farm Products,8669394
AGX,"Argan, Inc.",Engineering & Construction,5738736047
AGYS,"Agilysys, Inc.",Software - Application,2273668382
AHCO,AdaptHealth Corp.,Medical Devices,1337479473
AHG,Akso Health Group,Medical Distribution,1233654013
AHH,"Armada Hoffler Properties, Inc.",REIT - Diversified,708097641
AHL,Aspen Insurance Holdings Limited,Insurance - Property & Casualty,3429244586
AHMA,Ambitions Enterprise Management Co. L.L.C,Travel Services,210155750
AHR,"American Healthcare REIT, Inc.",REIT - Healthcare Facilities,9314726029
AHT,"Ashford Hospitality Trust, Inc.",REIT - Hotel & Motel,22210609
AI,"C3.ai, Inc.",Software - Infrastructure,1461019057
AIFF,"Firefly Neuroscience, Inc.",Software - Application,10789910
AIFU,AIFU Inc.,Insurance Brokers,217421888
AIG,"American International Group, Inc.",Insurance - Diversified,42410160000
AIHS,Senmiao Technology Limited,Rental & Leasing Services,5332262
AII,"American Integrity Insurance Group, Inc.",Insurance - Property & Casualty,351403632
AIIA,AI Infrastructure Acquisition Corp.,Shell Companies,193285800
AIIO,Robo.ai Inc.,Auto Manufacturers,51589538
AIMD,"Ainos, Inc.",Scientific & Technical Instruments,11032627
AIN,Albany International Corp.,Textile Manufacturing,1643936000
AIOT,"PowerFleet, Inc.",Software - Infrastructure,479825646
AIP,"Arteris, Inc.",Semiconductors,651761893
AIR,AAR Corp.,Aerospace & Defense,4419713436
AIRE,reAlpha Tech Corp.,Real Estate Services,40529609
AIRG,"Airgain, Inc.",Communication Equipment,63019677
AIRI,Air Industries Group,Aerospace & Defense,15234729
AIRJ,AirJoule Technologies Corporation,Building Products & Equipment,205980155
AIRO,"AIRO Group Holdings, Inc.",Aerospace & Defense,285177928
AIRS,"AirSculpt Technologies, Inc.",Medical Care Facilities,121127140
AIRT,"Air T, Inc.",Conglomerates,62971759
AISP,"Airship AI Holdings, Inc.",Software - Infrastructure,82875740
AIT,"Applied Industrial Technologies, Inc.",Industrial Distribution,10408499833
AIV,Apartment Investment and Management Company,REIT - Residential,885171551
AIXC,"AIxCrypto Holdings, Inc.",Software - Infrastructure,8530499
AIXI,Xiao-I Corporation,Software - Application,2726318
AIZ,"Assurant, Inc.",Insurance - Property & Casualty,10741396473
AJG,Arthur J. Gallagher & Co.,Insurance Brokers,52626115040
AKA,a.k.a. Brands Holding Corp.,Apparel Retail,115397819
AKAM,"Akamai Technologies, Inc.",Software - Infrastructure,15049742443
AKAN,Akanda Corp.,Drug Manufacturers - Specialty & Generic,1870358
AKBA,"Akebia Therapeutics, Inc.",Drug Manufacturers - Specialty & Generic,360897750
AKO.A,Embotelladora Andina S.A.,Beverages - Non-Alcoholic,4581552350
AKO.B,Embotelladora Andina S.A.,Beverages - Non-Alcoholic,4489786306
AKR,Acadia Realty Trust,REIT - Retail,2757807288
AKTS,"Aktis Oncology, Inc.",Biotechnology,943300131
AKTX,"Akari Therapeutics, Plc",Biotechnology,10773888
AL,Air Lease Corporation,Rental & Leasing Services,7226726969
ALAB,"Astera Labs, Inc.",Semiconductors,21545751790
ALAR,Alarum Technologies Ltd.,Software - Infrastructure,52171018
ALB,Albemarle Corporation,Specialty Chemicals,18705670032
ALBT,Avalon GloboCare Corp.,Real Estate Services,3611231
ALC,Alcon Inc.,Medical Instruments & Supplies,38704825315
ALCO,"Alico, Inc.",Farm Products,315224116
ALCY,Alchemy Investments Acquisition Corp 1,Shell Companies,49402425
ALDF,Aldel Financial II Inc.,Shell Companies,314512293
ALDX,"Aldeyra Therapeutics, Inc.",Biotechnology,315854558
ALEC,"Alector, Inc.",Biotechnology,207933554
ALEX,"Alexander & Baldwin, Inc.",REIT - Retail,1511744757
ALF,Centurion Acquisition Corp.,Shell Companies,385609375
ALG,Alamo Group Inc.,Farm & Heavy Construction Machinery,2534547538
ALGM,"Allegro MicroSystems, Inc.",Semiconductors,7750717092
ALGN,"Align Technology, Inc.",Medical Instruments & Supplies,13196976580
ALGS,"Aligos Therapeutics, Inc.",Biotechnology,43013538
ALGT,Allegiant Travel Company,Airlines,1935800788
ALH,Alliance Laundry Holdings Inc.,"Furnishings, Fixtures & Appliances",4627060711
ALHC,"Alignment Healthcare, Inc.",Healthcare Plans,4008838051
ALIS,Calisa Acquisition Corp,Shell Companies,84443550
ALIT,"Alight, Inc.",Software - Application,701207185
ALK,"Alaska Air Group, Inc.",Airlines,6433915208
ALKS,Alkermes plc,Drug Manufacturers - Specialty & Generic,5501715400
ALKT,"Alkami Technology, Inc.",Software - Application,1675864016
ALL,The Allstate Corporation,Insurance - Property & Casualty,53733673570
ALLE,Allegion plc,Security & Protection Services,15330894025
ALLO,"Allogene Therapeutics, Inc.",Biotechnology,364062833
ALLR,"Allarity Therapeutics, Inc.",Biotechnology,13593252
ALLT,Allot Ltd.,Software - Infrastructure,482588055
ALLY,Ally Financial Inc.,Credit Services,12595769190
ALM,Almonty Industries Inc.,Other Industrial Metals & Mining,3960411085
ALMS,Alumis Inc.,Biotechnology,3340797925
ALMU,"Aeluma, Inc.",Semiconductors,277508080
ALNT,Allient Inc.,Electronic Components,1107850551
ALNY,"Alnylam Pharmaceuticals, Inc.",Biotechnology,40754470577
ALOT,"AstroNova, Inc.",Computer Hardware,71724792
ALOV,"Aldabra 4 Liquidity Opportunity Vehicle, Inc.",Shell Companies,365034600
ALPS,Alps Group Inc,Oil & Gas,150043174
ALRM,"Alarm.com Holdings, Inc.",Software - Application,2275511002
ALRS,Alerus Financial Corporation,Banks - Regional,638967892
ALSN,"Allison Transmission Holdings, Inc.",Auto Parts,9633723877
ALT,"Altimmune, Inc.",Biotechnology,572308033
ALTG,Alta Equipment Group Inc.,Rental & Leasing Services,213075221
ALTI,"AlTi Global, Inc.",Asset Management,615944167
ALTO,"Alto Ingredients, Inc.",Specialty Chemicals,204186534
ALTS,ALT5 Sigma Corporation,Software - Application,179401556
ALUR,Allurion Technologies Inc.,Medical Devices,13015932
ALV,"Autoliv, Inc.",Auto Parts,9350869411
ALVO,Alvotech,Drug Manufacturers - Specialty & Generic,1474319382
ALX,"Alexander's, Inc.",REIT - Retail,1162214912
ALXO,ALX Oncology Holdings Inc.,Biotechnology,130123202
ALZN,"Alzamend Neuro, Inc.",Biotechnology,6348679
AM,Antero Midstream Corporation,Oil & Gas Midstream,9912594600
AMAL,Amalgamated Financial Corp.,Banks - Regional,1202278856
AMAT,"Applied Materials, Inc.",Semiconductor Equipment & Materials,260650190578
AMBA,"Ambarella, Inc.",Semiconductor Equipment & Materials,2837888037
AMBO,Ambow Education Holding Ltd.,Education & Training Services,7158078
AMBP,Ardagh Metal Packaging S.A.,Packaging & Containers,2868960000
AMBQ,"Ambiq Micro, Inc.",Semiconductors,614249221
AMBR,Amber International Holding Limited,Software - Infrastructure,225775849
AMC,"AMC Entertainment Holdings, Inc.",Entertainment,626941482
AMCI,AMC Robotics Corporation,Professional & Commercial Services,145062365
AMCR,Amcor plc,Packaging & Containers,22972204621
AMCX,AMC Networks Inc.,Entertainment,313094214
AMD,"Advanced Micro Devices, Inc.",Semiconductors,335766809007
AME,"AMETEK, Inc.",Specialty Industrial Machinery,52645323716
AMG,"Affiliated Managers Group, Inc.",Asset Management,9253004287
AMGN,Amgen Inc.,Drug Manufacturers - General,197191621720
AMH,American Homes 4 Rent,REIT - Residential,13273507108
AMIX,"Autonomix Medical, Inc.",Medical Devices,2573110
AMKR,"Amkor Technology, Inc.",Semiconductor Equipment & Materials,12752709415
AMLX,"Amylyx Pharmaceuticals, Inc.",Drug Manufacturers - Specialty & Generic,1546808629
AMN,"AMN Healthcare Services, Inc.",Medical Care Facilities,624608063
AMOD,"Alpha Modus Holdings, Inc.",Software - Application,28460546
AMP,"Ameriprise Financial, Inc.",Asset Management,42664490000
AMPG,"AmpliTech Group, Inc.",Communication Equipment,66730530
AMPH,"Amphastar Pharmaceuticals, Inc.",Drug Manufacturers - Specialty & Generic,1265982394
AMPL,"Amplitude, Inc.",Software - Application,828185848
AMPX,"Amprius Technologies, Inc.",Electrical Equipment & Parts,1329630309
AMPY,Amplify Energy Corp.,Oil & Gas Exploration & Production,214522784
AMR,"Alpha Metallurgical Resources, Inc.",Coking Coal,2414608327
AMRC,"Ameresco, Inc.",Engineering & Construction,1757627310
AMRN,Amarin Corporation plc,Drug Manufacturers - General,308979284
AMRX,"Amneal Pharmaceuticals, Inc.",Drug Manufacturers - Specialty & Generic,4599129520
AMS,American Shared Hospital Services,Medical Care Facilities,14852610
AMSC,American Superconductor Corporation,Specialty Industrial Machinery,1521212506
AMSF,"AMERISAFE, Inc.",Insurance - Specialty,723893046
AMST,Amesite Inc.,Software - Application,8573837
AMT,American Tower Corporation,REIT - Specialty,88100512982
AMTB,Amerant Bancorp Inc.,Banks - Regional,909742632
AMTD,AMTD IDEA Group,Asset Management,68453725
AMTM,"Amentum Holdings, Inc.",Specialty Business Services,7333911066
AMTX,"Aemetis, Inc.",Specialty Chemicals,95074386
AMWD,American Woodmark Corporation,"Furnishings, Fixtures & Appliances",831899607
AMWL,American Well Corporation,Health Information Services,70887495
AMX,"AmÃ©rica MÃ³vil, S.A.B. de C.V.",Telecom Services,70690201584
AMZE,"Amaze Holdings, Inc.",Software - Application,8487465
AMZN,"Amazon.com, Inc.",Internet Retail,2142690205652
AN,"AutoNation, Inc.",Auto & Truck Dealerships,7272320000
ANAB,"AnaptysBio, Inc.",Biotechnology,1520373888
ANDE,"The Andersons, Inc.",Food Distribution,2303854135
ANDG,Andersen Group Inc.,Consulting Services,2138054675
ANEB,"Anebulo Pharmaceuticals, Inc.",Biotechnology,19511139
ANET,"Arista Networks, Inc.",Computer Hardware,170154598658
ANF,Abercrombie & Fitch Co.,Apparel Retail,4215226548
ANGH,Anghami Inc.,Entertainment,21302475
ANGI,Angi Inc.,Internet Content & Information,345060500
ANGO,"AngioDynamics, Inc.",Medical Instruments & Supplies,454627768
ANGX,"Angel Studios, Inc.",Entertainment,542998485
ANIK,"Anika Therapeutics, Inc.",Drug Manufacturers - Specialty & Generic,145077463
ANIP,"ANI Pharmaceuticals, Inc.",Drug Manufacturers - Specialty & Generic,1603349686
ANIX,"Anixa Biosciences, Inc.",Biotechnology,93753016
ANL,Adlai Nortye Ltd.,Biotechnology,356087577
ANNA,"AleAnna, Inc.",Oil & Gas Exploration & Production,170634959
ANNX,"Annexon, Inc.",Biotechnology,772854733
ANPA,Rich Sparkle Holdings Limited,Specialty Business Services,1162750000
ANRO,"Alto Neuroscience, Inc.",Biotechnology,510730547
ANSC,Agriculture & Natural Solutions Acquisition Corporation,Shell Companies,466990944
ANTA,Antalpha Platform Holding Company,Credit Services,211676850
ANTX,"AN2 Therapeutics, Inc.",Biotechnology,28772125
ANVS,"Annovis Bio, Inc.",Biotechnology,64402020
ANY,Sphere 3D Corp.,Capital Markets,4444208
AOMR,"Angel Oak Mortgage REIT, Inc.",REIT - Mortgage,223478894
AON,Aon plc,Insurance Brokers,67458105000
AORT,"Artivion, Inc.",Medical Devices,1925791270
AOS,A. O. Smith Corporation,Specialty Industrial Machinery,11010643192
AOSL,Alpha and Omega Semiconductor Limited,Semiconductors,615156253
AOUT,"American Outdoor Brands, Inc.",Leisure,106738701
AP,Ampco-Pittsburgh Corporation,Metal Fabrication,153260973
APA,APA Corporation,Oil & Gas Exploration & Production,9547696237
APAC,StoneBridge Acquisition II Corporation,Shell Companies,80705430
APAD,A Paradise Acquisition Corp.,Shell Companies,275393337
APAM,Artisan Partners Asset Management Inc.,Asset Management,3535343237
APC,ARKO Petroleum Corp.,Oil & Gas Refining & Marketing,809249998
APD,"Air Products and Chemicals, Inc.",Specialty Chemicals,64904226332
APEI,"American Public Education, Inc.",Education & Training Services,785432853
APG,APi Group Corporation,Engineering & Construction,18926522844
APGE,"Apogee Therapeutics, Inc.",Biotechnology,4677609914
APH,Amphenol Corporation,Electronic Components,176675061889
API,"Agora, Inc.",Software - Application,392984375
APLD,Applied Digital Corporation,Information Technology Services,10112619218
APLE,"Apple Hospitality REIT, Inc.",REIT - Hotel & Motel,2893320713
APLM,"Apollomics, Inc.",Biotechnology,41206099
APLS,"Apellis Pharmaceuticals, Inc.",Biotechnology,2787983179
APM,Aptorum Group Limited,Biotechnology,6718600
APO,"Apollo Global Management, Inc.",Asset Management,72586897867
APOG,"Apogee Enterprises, Inc.",Building Products & Equipment,890949005
APP,AppLovin Corporation,Advertising Agencies,124130422830
APPF,"AppFolio, Inc.",Software - Application,6331528083
APPN,Appian Corporation,Software - Infrastructure,1652162500
APPS,"Digital Turbine, Inc.",Software - Application,502380719
APRE,"Aprea Therapeutics, Inc.",Biotechnology,4145248
APT,"Alpha Pro Tech, Ltd.",Building Products & Equipment,52732716
APTV,Aptiv PLC,Auto Parts,17658117283
APUS,"Apimeds Pharmaceuticals US, Inc.",Drug Manufacturers - Specialty & Generic,13833581
APVO,Aptevo Therapeutics Inc.,Biotechnology,6479808
APWC,Asia Pacific Wire & Cable Corporation Limited,Electrical Equipment & Parts,65541521
APXT,Apex Treasury Corporation,Shell Companies,457761600
APYX,Apyx Medical Corporation,Medical Devices,158374341
AQB,"AquaBounty Technologies, Inc.",Farm Products,3451149
AQMS,"Aqua Metals, Inc.",Waste Management,12998132
AQN,Algonquin Power & Utilities Corp.,Utilities - Diversified,5082218737
AQST,"Aquestive Therapeutics, Inc.",Drug Manufacturers - Specialty & Generic,457511674
AR,Antero Resources Corporation,Oil & Gas Exploration & Production,10430726650
ARAI,Arrive AI Inc.,Software - Infrastructure,36266190
ARAY,Accuray Incorporated,Medical Devices,60830186
ARBB,ARB IOT Group Limited,Information Technology Services,9655950
ARBE,Arbe Robotics Ltd.,Scientific & Technical Instruments,132206161
ARBK,Argo Blockchain plc,Capital Markets,940859
ARCB,ArcBest Corporation,Trucking,2270487534
ARCC,Ares Capital Corporation,Asset Management,13979904792
ARCI,Archimedes Tech SPAC Partners III Co.,Shell Companies,344785950
ARCO,Arcos Dorados Holdings Inc.,Restaurants,1689517717
ARCT,Arcturus Therapeutics Holdings Inc.,Biotechnology,203730380
ARDT,"Ardent Health, Inc.",Medical Care Facilities,1357419216
ARDX,"Ardelyx, Inc.",Biotechnology,1703249885
ARE,"Alexandria Real Estate Equities, Inc.",REIT - Office,8734338194
AREB,"American Rebel Holdings, Inc.",Footwear & Accessories,3850171
AREC,American Resources Corporation,Coking Coal,286943062
AREN,"The Arena Group Holdings, Inc.",Internet Content & Information,142735455
ARES,Ares Management Corporation,Asset Management,43793923894
ARGX,argenx SE,Biotechnology,51054386027
ARHS,"Arhaus, Inc.",Specialty Retail,1287204547
ARI,"Apollo Commercial Real Estate Finance, Inc.",REIT - Mortgage,1474165260
ARKO,Arko Corp.,Specialty Retail,684184977
ARKR,Ark Restaurants Corp.,Restaurants,24521868
ARL,"American Realty Investors, Inc.",Real Estate Services,286698763
ARLO,"Arlo Technologies, Inc.",Building Products & Equipment,1190293170
ARLP,"Alliance Resource Partners, L.P.",Thermal Coal,3253081848
ARM,Arm Holdings plc,Semiconductors,129765780000
ARMK,Aramark,Specialty Business Services,10299228621
ARMN,Aris Mining Corporation,Gold,4104707465
ARMP,"Armata Pharmaceuticals, Inc.",Biotechnology,299992897
AROC,"Archrock, Inc.",Oil & Gas Equipment & Services,5571493526
AROW,Arrow Financial Corporation,Banks - Regional,570817821
ARQ,"Arq, Inc.",Pollution & Treatment Controls,154338391
ARQQ,Arqit Quantum Inc.,Software - Infrastructure,262638194
ARQT,"Arcutis Biotherapeutics, Inc.",Biotechnology,3271766448
ARR,"ARMOUR Residential REIT, Inc.",REIT - Mortgage,2029834001
ARRY,"Array Technologies, Inc.",Solar,1632873629
ARTC,Art Technology Acquisition Corp.,Shell Companies,336658663
ARTL,"Artelo Biosciences, Inc.",Biotechnology,2604182
ARTNA,Artesian Resources Corporation,Utilities - Regulated Water,342705808
ARTV,"Artiva Biotherapeutics, Inc.",Biotechnology,97934167
ARTW,"Art's-Way Manufacturing Co., Inc.",Farm & Heavy Construction Machinery,11132898
ARVN,"Arvinas, Inc.",Biotechnology,760094519
ARW,"Arrow Electronics, Inc.",Electronics & Computer Distribution,7951050721
ARWR,"Arrowhead Pharmaceuticals, Inc.",Biotechnology,8735908173
ARX,Accelerant Holdings,Insurance Brokers,2428929482
AS,"Amer Sports, Inc.",Leisure,21362092100
ASA,ASA Gold and Precious Metals Limited,Asset Management,1281714358
ASAN,"Asana, Inc.",Software - Application,1785363008
ASB,Associated Banc-Corp,Banks - Regional,4507832990
ASBP,"Aspire Biopharma Holdings, Inc.",Biotechnology,3519877
ASC,Ardmore Shipping Corporation,Marine Shipping,533139307
ASGN,ASGN Incorporated,Information Technology Services,1786995000
ASH,Ashland Inc.,Specialty Chemicals,2792860902
ASIC,Ategrity Specialty Insurance Company Holdings,Insurance - Property & Casualty,835398794
ASIX,AdvanSix Inc.,Chemicals,496447367
ASLE,AerSale Corporation,Airports & Air Services,336665053
ASM,Avino Silver & Gold Mines Ltd.,Other Precious Metals & Mining,1607627160
ASMB,"Assembly Biosciences, Inc.",Biotechnology,412669183
ASML,ASML Holding N.V.,Semiconductor Equipment & Materials,540625223884
ASND,Ascendis Pharma A/S,Biotechnology,13387046047
ASNS,"Actelis Networks, Inc.",Communication Equipment,1853430
ASO,"Academy Sports and Outdoors, Inc.",Specialty Retail,3848177823
ASPC,A SPAC III Acquisition Corp.,Shell Companies,29570400
ASPI,ASP Isotopes Inc.,Chemicals,641814926
ASPN,"Aspen Aerogels, Inc.",Building Products & Equipment,275214780
ASPS,Altisource Portfolio Solutions S.A.,Real Estate Services,57166455
ASR,"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",Airports & Air Services,11295094729
ASRT,"Assertio Holdings, Inc.",Drug Manufacturers - Specialty & Generic,78862583
ASRV,"AmeriServ Financial, Inc.",Banks - Regional,58158380
ASST,"Strive Asset Management, LLC",Asset Management,480263168
ASTC,Astrotech Corporation,Scientific & Technical Instruments,4861714
ASTE,"Astec Industries, Inc.",Farm & Heavy Construction Machinery,1309413139
ASTH,"Astrana Health, Inc.",Medical Care Facilities,909822820
ASTI,"Ascent Solar Technologies, Inc.",Solar,33738949
ASTL,Algoma Steel Group Inc.,Steel,451215349
ASTS,"AST SpaceMobile, Inc.",Communication Equipment,30440122481
